name,price,product_category,rating
Disrupted: My Misadventure in the Start-Up Bubble,15.28,nonfiction_13,Five
Dead Wake: The Last Crossing of the Lusitania,39.24,default_15,Five
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,default_15,One
Darkfever (Fever #1),56.02,fantasy_19,One
Dark Places,23.90,default_15,Five
Crazy Rich Asians (Crazy Rich Asians #1),49.13,fiction_10,Five
Counting Thyme,10.62,childrens_11,One
Cosmos,36.17,add-a-comment_18,Two
Civilization and Its Discontents,59.95,psychology_26,Two
Cinder (The Lunar Chronicles #1),26.09,young-adult_21,One
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,parenting_28,Two
Career of Evil (Cormoran Strike #3),24.72,mystery_3,Two
Breaking Dawn (Twilight #4),35.28,default_15,Five
Brave Enough,51.32,nonfiction_13,Five
Boy Meets Boy,21.12,young-adult_21,Three
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,nonfiction_13,Two
Blink: The Power of Thinking Without Thinking,21.74,nonfiction_13,Five
Black Flags: The Rise of ISIS,40.87,nonfiction_13,One
"Black Butler, Vol. 1 (Black Butler #1)",49.31,sequential-art_5,One
Big Little Lies,22.11,fiction_10,One
Between Shades of Gray,20.79,historical-fiction_4,Five
Best of My Love (Fool's Gold #20),27.41,romance_8,Two
Beowulf,38.35,classics_6,Two
Beautiful Creatures (Caster Chronicles #1),21.55,default_15,Five
Awkward,38.02,sequential-art_5,Two
Ash,22.06,fantasy_19,Four
Are We There Yet?,10.66,childrens_11,Three
Are We Smart Enough to Know How Smart Animals Are?,56.58,nonfiction_13,One
Annie on My Mind,36.83,young-adult_21,Five
And Then There Were None,35.01,classics_6,Two
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,nonfiction_13,Four
A Visit from the Goon Squad,14.08,default_15,Five
A Storm of Swords (A Song of Ice and Fire #3),31.22,fantasy_19,Two
A Heartbreaking Work of Staggering Genius,54.29,autobiography_27,Five
8 Keys to Mental Health Through Exercise,31.04,psychology_26,One
#GIRLBOSS,50.96,add-a-comment_18,One
"The Suffragettes (Little Black Classics, #96)",11.89,nonfiction_13,Two
The Sense of an Ending,31.38,add-a-comment_18,Three
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,sequential-art_5,One
The Course of Love,16.78,fiction_10,Three
Sugar Rush (Offensive Line #2),24.42,sports-and-games_17,One
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,sequential-art_5,Three
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,philosophy_7,One
New Moon (Twilight #2),12.86,young-adult_21,Four
Life,31.58,music_14,Five
Kindle Paperwhite User's Guide,34.00,nonfiction_13,Three
H is for Hawk,57.42,nonfiction_13,Five
Girl Online On Tour (Girl Online #2),53.47,young-adult_21,One
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,sequential-art_5,Five
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,childrens_11,Four
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,sequential-art_5,Four
While You Were Mine,41.32,historical-fiction_4,Five
Where Lightning Strikes (Bleeding Stars #3),39.77,romance_8,Three
When I'm Gone,51.96,fiction_10,Three
Ways of Seeing,39.51,art_25,Five
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.40,paranormal_24,One
Vampire Girl (Vampire Girl #1),53.82,fantasy_19,Two
Twenty Love Poems and a Song of Despair,30.95,poetry_23,Four
Travels with Charley: In Search of America,57.82,nonfiction_13,Five
Three Wishes (River of Time: California #1),44.18,science-fiction_16,Two
This One Moment (Pushing Limits #1),48.71,romance_8,One
The Zombie Room,19.69,default_15,Five
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,sequential-art_5,Two
The Tumor,41.56,nonfiction_13,Five
The Story of Hong Gildong,43.19,classics_6,Four
The Silent Wife,12.34,fiction_10,Five
The Silent Twin (Detective Jennifer Knight #3),36.25,fantasy_19,Three
The Selfish Gene,29.45,science_22,One
The Secret Healer,34.56,historical-fiction_4,Three
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,sequential-art_5,Three
The Republic,33.78,add-a-comment_18,Three
The Odyssey,29.64,add-a-comment_18,Three
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.70,mystery_3,Four
The Nicomachean Ethics,36.34,philosophy_7,One
The Name of the Wind (The Kingkiller Chronicle #1),50.59,default_15,Three
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,fantasy_19,One
The Little Prince,45.42,classics_6,Two
The Light of the Fireflies,54.43,add-a-comment_18,One
The Last Girl (The Dominion Trilogy #1),36.26,science-fiction_16,Two
The Iliad,16.16,add-a-comment_18,One
The Hook Up (Game On #1),36.29,new-adult_20,Five
The Haters,27.89,young-adult_21,Five
The Girl You Lost,12.29,mystery_3,Five
The Girl In The Ice (DCI Erika Foster #1),15.85,mystery_3,Three
The End of the Jesus Era (An Investigation #1),14.40,nonfiction_13,One
The Edge of Reason (Bridget Jones #2),19.18,womens-fiction_9,Four
The Complete Maus (Maus #1-2),10.64,sequential-art_5,Three
The Communist Manifesto,14.76,add-a-comment_18,Three
The Bhagavad Gita,57.49,religion_12,Three
The Bette Davis Club,30.66,fiction_10,Three
The Art of Not Breathing,40.83,young-adult_21,Four
Taking Shots (Assassins #1),18.88,default_15,Two
Starlark,25.83,historical-fiction_4,Three
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,sequential-art_5,Three
Sister Sable (The Mad Queen #1),13.33,fantasy_19,Three
Shatter Me (Shatter Me #1),42.40,default_15,One
Shameless,58.35,new-adult_20,Three
Shadow Rites (Jane Yellowrock #10),21.72,fantasy_19,Four
Settling the Score (The Summer Games #1),44.91,sports-and-games_17,Two
Sense and Sensibility,37.46,classics_6,One
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,sequential-art_5,One
"Rhythm, Chord & Malykhin",28.34,romance_8,Two
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,sequential-art_5,Five
Paradise Lost (Paradise #1),24.96,default_15,One
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,sequential-art_5,Four
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,sequential-art_5,Three
Origins (Alphas 0.5),28.99,fantasy_19,One
One Second (Seven #7),52.94,fantasy_19,Two
On the Road (Duluoz Legend),32.36,default_15,Three
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,music_14,Two
Off Sides (Off #1),39.45,new-adult_20,Five
Of Mice and Men,47.11,classics_6,Two
Myriad (Prentor #1),58.75,fantasy_19,Four
My Perfect Mistake (Over the Top #1),38.92,romance_8,Two
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,sequential-art_5,Four
Meditations,25.89,philosophy_7,Two
Matilda,28.34,childrens_11,One
Lost Among the Living,27.70,historical-fiction_4,Four
Lord of the Flies,24.89,add-a-comment_18,Three
Listen to Me (Fusion #1),58.99,romance_8,Three
Kitchens of the Great Midwest,57.20,fiction_10,Five
Jane Eyre,38.43,default_15,Five
Imperfect Harmony,34.74,romance_8,Four
Icing (Aces Hockey #2),40.44,sports-and-games_17,Four
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,sequential-art_5,Three
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,science-fiction_16,Four
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,sequential-art_5,Four
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,sequential-art_5,Five
Frankenstein,38.00,default_15,Two
Forever Rockers (The Rocker #12),28.80,music_14,Three
Fighting Fate (Fighting #6),39.24,romance_8,Three
Emma,32.93,classics_6,Two
"Eat, Pray, Love",51.32,nonfiction_13,Three
Deep Under (Walker Security #1),47.09,romance_8,Five
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,religion_12,Four
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,childrens_11,Three
Charity's Cross (Charles Towne Belles #4),41.24,romance_8,One
Bright Lines,39.07,fiction_10,Five
Bridget Jones's Diary (Bridget Jones #1),29.82,womens-fiction_9,One
Bounty (Colorado Mountain #7),37.26,romance_8,Four
Blood Defense (Samantha Brinkman #1),20.30,mystery_3,Three
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,sequential-art_5,Five
Beyond Good and Evil,43.38,philosophy_7,One
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,classics_6,One
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,sequential-art_5,Four
A Spy's Devotion (The Regency Spies of London #1),16.97,historical-fiction_4,Five
1st to Die (Women's Murder Club #1),53.98,mystery_3,One
"1,000 Places to See Before You Die",26.08,travel_2,Five
